Epoch,Train Loss,Val Loss,Test Loss
1,0.4058857482789417,0.2956057807241722,0.3000251301474682
2,0.2858472700511576,0.2810354684632797,0.28144142073887296
3,0.2731838626590065,0.2661543728996259,0.26929118004058783
4,0.2630955496561388,0.2588457780565198,0.2607081773444675
5,0.25869360935442054,0.2537963854639817,0.2583368894604634
6,0.25091707446950895,0.2548608380866123,0.25613171762421666
7,0.24823788992547746,0.24281640800615473,0.24577113141766713
8,0.24203056576805312,0.25591666680896613,0.2577541328331777
9,0.23682287233942886,0.2433634276875768,0.2431299836220638
10,0.233453639021059,0.22912661530551617,0.23213924437633182
11,0.22738668371294185,0.22144637426414082,0.22371326133517452
12,0.22405534234728497,0.21890558807649424,0.22095438786125626
13,0.2199693660006295,0.21684773936862464,0.21965541946046976
14,0.21400330854768504,0.2117645506662986,0.21594790385917761
15,0.2092352090138827,0.2032328397025097,0.20837917174090878
16,0.2028404801928534,0.2005949463765913,0.20388347128601372
17,0.1991756906271321,0.19995662264499112,0.2050572563375233
18,0.1929637637846841,0.20390978328050322,0.2051772182963936
19,0.1896958689049774,0.19326810159964847,0.1979627026281361
20,0.18771752997729646,0.1983286447072686,0.19940035358733998
21,0.18127976332179788,0.18011236193946473,0.18638107346053
22,0.18260269954083688,0.19163586327984516,0.19442184868247206
23,0.17427571440602765,0.18270581865373262,0.1866981261062928
24,0.17170958331601213,0.1939814227573908,0.1959483089597997
25,0.1685372661594626,0.17099807269183884,0.17535144549060871
26,0.16647300805798684,0.1714186923009572,0.1739385857289677
27,0.16130079931712213,0.2345723295707062,0.23250386958306582
28,0.16095030692379816,0.16138030871863396,0.1642758894996072
29,0.15812566521076762,0.1654700527092486,0.16802865591413987
30,0.1572486082060437,0.16033042691696842,0.16122576875803932
