Epoch,Train Loss,Val Loss,Test Loss
1,0.33987451938215274,0.21349616369733945,0.2128276272711913
2,0.21632898247270102,0.22846753116954732,0.22898720138710071
3,0.1963781502003482,0.18196409212978715,0.18699806245183723
4,0.19071932927812182,0.18338136185616033,0.18400674352454105
5,0.1841101788526147,0.18021641652976012,0.18107847674394395
6,0.1768448668884328,0.21050359140795577,0.21257500605509977
7,0.17377742945393276,0.16020946198575076,0.15915196089740202
8,0.17399011564745015,0.16455681699063512,0.16579371127364903
9,0.16871978269141819,0.16036107934668192,0.16113634962719214
10,0.16655920932205226,0.1643222357218728,0.1642594071219783
11,0.16500463547007505,0.17097850078209167,0.1702640784204065
12,0.16231594622213355,0.15667886708148485,0.15883090920617235
13,0.16185231386143442,0.14941913691317973,0.1487558050161685
14,0.1606172583543638,0.15232888953730092,0.15152497766957954
15,0.1584875120771875,0.14892007029758472,0.1484756378522808
16,0.1571723263638284,0.14761428498146248,0.1475211081873919
17,0.15536585405152364,0.15021830897739966,0.150236808383846
18,0.15425162329133785,0.17126001910074173,0.17168697539324962
19,0.15367079701234848,0.1440489189375251,0.1431928141605923
20,0.1519999499968147,0.14321371337816335,0.14318763456607908
