Epoch,Train Loss,Val Loss,Test Loss
1,0.41995089231487504,0.28878906128505494,0.2894636677751767
2,0.28513126731771155,0.2706545240758581,0.2714040320671439
3,0.27265147257505706,0.2704217612440923,0.26975714643465826
4,0.26226992784822106,0.26550995100249414,0.2657305084158934
5,0.2595977753413143,0.26648084186261684,0.2682567987026813
6,0.2533081689429417,0.24959454801548223,0.24952714439237064
7,0.2478102541713574,0.2640419609587913,0.2643317899260631
8,0.24401807422544763,0.26911729508881604,0.26874725271820543
9,0.24002219408416295,0.23990061181411068,0.24145518876578057
10,0.23477169967899583,0.23415060127014187,0.23671650039241485
11,0.23308816340972568,0.24140349358259325,0.2416663049655969
12,0.22833333362114738,0.2278628272451216,0.23216694490615858
13,0.22457244488247266,0.2273157442718339,0.22623710328104868
14,0.22085701994683177,0.2151978678444205,0.2188547005133495
15,0.21504118721830268,0.2455899052406451,0.25228159353625357
16,0.21134935294428026,0.20734793647721517,0.21230120037875524
17,0.21005351004371195,0.21861162868671213,0.2254071625025582
18,0.2025684960582224,0.21270449124226753,0.2140480836681285
19,0.20066268525079214,0.1978270713011754,0.20337233883279837
20,0.19598735812007953,0.19405116436366207,0.19901219485774588
