Epoch,Train Loss,Val Loss,Test Loss
1,0.12020218146964037,0.09905559612628824,0.09419098678645224
2,0.09209513520008634,0.09457583573516029,0.09013095602158958
3,0.08766386940657461,0.08854207401338142,0.08455189313264064
4,0.08342271899752601,0.0933953184521289,0.09090682413762195
5,0.08109428111617022,0.09491467200741051,0.09210323365661842
6,0.0782465793974354,0.08081306961144963,0.07843003103577677
7,0.07672410151033458,0.07949253201822842,0.07713896368428529
8,0.07580601933901854,0.08147437122267584,0.07849436654587261
9,0.07487548473200967,0.08077545253396774,0.07717036673863087
10,0.07273280728982419,0.07876527589451175,0.07607793701546532
11,0.07125663341810944,0.07918784497437681,0.07558356777549764
12,0.07004072904221571,0.07429369555208516,0.07131187340554589
13,0.06696767425382094,0.07509648130714486,0.06978824385184215
14,0.06512627418661689,0.07314663860584315,0.06959303065586253
15,0.06251913713770146,0.06823281749407697,0.0652409108778737
16,0.059745787848471926,0.06374856500421475,0.05990184504879824
17,0.05795165158696184,0.06604837785559037,0.0625427006384486
18,0.05527901184748357,0.06864131092594629,0.06255940910274121
19,0.052410346367512635,0.056095397285867654,0.055734445808857176
20,0.049816139305806535,0.05567915171523437,0.05418970456362754
21,0.04780232192112882,0.05358995042402087,0.05179195743154182
22,0.06569508901736543,0.06045135176424282,0.058684588658002274
23,0.0485939610743674,0.048486885693063676,0.04626749094334887
24,0.044570276737117304,0.05141334437698691,0.048944668544381405
25,0.042699213408680235,0.04759129655056935,0.04250191718752645
26,0.041176281057479544,0.047452200055991406,0.04247918629617001
27,0.03905336838851475,0.044104212922471984,0.038052103382746824
28,0.0373622066593619,0.044935851913493974,0.03948614150460315
29,0.037433589312003676,0.04203007710784247,0.03666421052535019
30,0.03743820055985852,0.04320479911692381,0.03975820788091411
