Epoch,Train Loss,Val Loss,Test Loss
1,0.495945119111094,0.37039534232955484,0.37300797364278654
2,0.36515646347233305,0.3450395612226921,0.3441486356519097
3,0.3442885692486964,0.35587644482842956,0.354510066113985
4,0.3338339347320212,0.32924251820110034,0.3284302330353483
5,0.32571096910201586,0.31227418645779115,0.3115985446863494
6,0.3167444741360406,0.31774421153972704,0.3192712200444842
7,0.30560424759772326,0.3001454994587005,0.30161838362561755
8,0.2929335192047863,0.30063159276077495,0.3036012736535787
9,0.2876615994657732,0.29262208037128834,0.2960534864464344
10,0.2783066958654446,0.26518160989402917,0.2664915854790013
11,0.2685926897160598,0.2627419016700297,0.2625501361978117
12,0.26072901244724833,0.26319334018580265,0.2620781725518918
13,0.2556806051560231,0.2561907001327446,0.2561582260398848
14,0.24727151259784003,0.23905533885175434,0.24201621789045014
15,0.2380641378330713,0.24039803855709782,0.24282605122216375
16,0.2338150967195718,0.22999723881281256,0.23389501976903784
17,0.22418427034630525,0.22016056722900398,0.22082465449968974
18,0.22147900021976377,0.2220105405383939,0.23008037801142092
19,0.2145853302938896,0.22243091783593524,0.2241693667276406
20,0.20617306576430466,0.21803650444974748,0.22256120983360095
