Epoch,Train Loss,Val Loss,Test Loss
1,0.6401419253699542,0.5274816692076589,0.5296358738150263
2,0.5238739644922243,0.5105613306379142,0.5112176822449468
3,0.5018491635625254,0.47837606146592937,0.4816101487694023
4,0.4809576707792067,0.4575471372835559,0.460332189813831
5,0.45062189101376693,0.4295206598138923,0.4356548344233593
6,0.41294156756707406,0.43803250297848845,0.44685552483864954
7,0.3830746739827106,0.35585686114414644,0.35938848847775706
8,0.3521683954680511,0.328092167243608,0.3366678242856719
9,0.3293007882302306,0.3577968567091595,0.3626282743492619
10,0.31489674297834774,0.29139709803824204,0.2990616157356933
11,0.301502027258269,0.27441627791793644,0.2788754723138202
12,0.2935827722971677,0.28592063991149774,0.2925015088278491
13,0.27952730012758187,0.26258413860557867,0.2670395180681471
14,0.2716020387578909,0.24106408248632322,0.24620335250108205
15,0.2666472252016669,0.26907969367265555,0.2790638780565379
16,0.2583432537754444,0.2466814991813203,0.25017052819591745
17,0.24849086421451994,0.23690569873166106,0.24274183234089278
18,0.2437537793675464,0.22056708052211768,0.22694527121243216
19,0.23493206994534807,0.2157539639264232,0.22289965745672188
20,0.22963032889435708,0.20951432066490708,0.21706444688492976
