Epoch,Train Loss,Val Loss,Test Loss
1,0.3392535784495692,0.22071111112708713,0.2127204327810256
2,0.2219750549359104,0.20134952996590816,0.1932700950017366
3,0.20442760280601144,0.18797439460737744,0.18129347714378521
4,0.19536871278754456,0.18724406337919056,0.18192133263040516
5,0.19001564230680493,0.1771901708324808,0.17539383558448277
6,0.18263847714596645,0.16842718644495136,0.165758727506755
7,0.1770361918384402,0.170771674409089,0.1666180302914971
8,0.17486977688851077,0.16890858536699738,0.16608347601875367
9,0.17241741325435184,0.1642042821994364,0.16293940824468867
10,0.16999385822559313,0.1638856049692189,0.16091653951238366
11,0.16941361938977365,0.1899358854790729,0.1852797505437878
12,0.16715757553927205,0.161509402874607,0.16056559016860772
13,0.1652123993524823,0.15596424536089445,0.15319929746584876
14,0.16338016840252217,0.15820111489152933,0.15753683087617604
15,0.16172861878151976,0.17231408369331935,0.17271500282129598
16,0.16151791592525017,0.15018014208983138,0.14873232812076276
17,0.15908312154275242,0.14984965274398426,0.14858314040177942
18,0.15865950836111062,0.15347445547418698,0.14960667184164392
19,0.15580453030720384,0.16023788101509875,0.15877398507728144
20,0.15540932087016449,0.15452491025101553,0.15381320299614826
